GO;NS;enrichment;name;ratio_in_study;ratio_in_pop;p_uncorrected;depth;study_count;p_bonferroni;p_fdr_bh;study_items
GO:0005515;MF;e;protein binding;147/908;1163/46923;5.7868E-75;2;147;1.28814E-71;4.2938E-72;171646.0, 171647.0, 171934.0, 171956.0, 171997.0, 172034.0, 172061.0, 172092.0, 172174.0, 172238.0, 172390.0, 172505.0, 172520.0, 172610.0, 172687.0, 172773.0, 172775.0, 172802.0, 172910.0, 172920.0, 172938.0, 172939.0, 172942.0, 172978.0, 172981.0, 173007.0, 173058.0, 173071.0, 173073.0, 173149.0, 173168.0, 173277.0, 173360.0, 173744.0, 173846.0, 173858.0, 173872.0, 173973.0, 173976.0, 174050.0, 174090.0, 174233.0, 174307.0, 174421.0, 174551.0, 174614.0, 174715.0, 174964.0, 175195.0, 175227.0, 175240.0, 175249.0, 175273.0, 175284.0, 175410.0, 175441.0, 175505.0, 175551.0, 175571.0, 175572.0, 175628.0, 175660.0, 175750.0, 175817.0, 175922.0, 175985.0, 176007.0, 176011.0, 176015.0, 176060.0, 176103.0, 176161.0, 176179.0, 176201.0, 176237.0, 176281.0, 176330.0, 176373.0, 176434.0, 176503.0, 176626.0, 176637.0, 176651.0, 176688.0, 176702.0, 176755.0, 176773.0, 176808.0, 177073.0, 177084.0, 177146.0, 177161.0, 177190.0, 177236.0, 177343.0, 177422.0, 177482.0, 177533.0, 177539.0, 177580.0, 177602.0, 177895.0, 177921.0, 177943.0, 177965.0, 177988.0, 177989.0, 178028.0, 178113.0, 178117.0, 178250.0, 178362.0, 178411.0, 178458.0, 178507.0, 178614.0, 178845.0, 178943.0, 179070.0, 179486.0, 179493.0, 179639.0, 179691.0, 179912.0, 179945.0, 179971.0, 179998.0, 180028.0, 180100.0, 180359.0, 180942.0, 181148.0, 181227.0, 181340.0, 181348.0, 181370.0, 181545.0, 181644.0, 181719.0, 183241.0, 190051.0, 190399.0, 259839.0, 266819.0, 266820.0, 3564807.0, 3565767.0
GO:0000166;MF;e;nucleotide binding;108/908;1015/46923;2.30072E-47;4;108;5.1214E-44;1.28035E-44;171601.0, 171687.0, 171734.0, 171751.0, 171792.0, 171888.0, 172041.0, 172051.0, 172079.0, 172238.0, 172471.0, 172505.0, 172556.0, 172624.0, 172743.0, 172831.0, 172891.0, 172939.0, 172954.0, 172978.0, 173072.0, 173149.0, 173167.0, 173205.0, 173500.0, 173581.0, 174203.0, 174208.0, 174233.0, 174318.0, 174330.0, 174333.0, 174421.0, 174623.0, 174901.0, 175185.0, 175316.0, 175398.0, 175410.0, 175419.0, 175519.0, 175524.0, 175588.0, 175801.0, 175819.0, 175834.0, 175863.0, 175925.0, 175966.0, 175975.0, 176179.0, 176195.0, 176334.0, 176363.0, 176374.0, 176501.0, 176503.0, 176512.0, 176771.0, 176808.0, 176863.0, 176928.0, 176991.0, 177004.0, 177089.0, 177217.0, 177595.0, 177795.0, 177855.0, 177921.0, 178006.0, 178014.0, 178028.0, 178130.0, 178250.0, 178452.0, 178458.0, 178507.0, 178670.0, 178831.0, 178872.0, 178873.0, 178988.0, 179165.0, 179534.0, 179535.0, 179796.0, 179897.0, 179912.0, 179971.0, 180692.0, 180695.0, 180767.0, 180818.0, 180864.0, 180880.0, 180986.0, 181026.0, 181280.0, 181370.0, 181404.0, 181570.0, 181644.0, 190954.0, 259839.0, 3564970.0, 3565407.0, 3565767.0
GO:0005524;MF;e;ATP binding;80/908;947/46923;3.05779E-28;8;80;6.80665E-25;1.36133E-25;171734.0, 171888.0, 172041.0, 172051.0, 172079.0, 172238.0, 172471.0, 172891.0, 172939.0, 172954.0, 172978.0, 173072.0, 173149.0, 173205.0, 173500.0, 173581.0, 174203.0, 174318.0, 174330.0, 174333.0, 174421.0, 174623.0, 174901.0, 175185.0, 175315.0, 175316.0, 175410.0, 175524.0, 175588.0, 175819.0, 175834.0, 175863.0, 175925.0, 175966.0, 176179.0, 176195.0, 176334.0, 176363.0, 176374.0, 176512.0, 176771.0, 176808.0, 176928.0, 176991.0, 177004.0, 177089.0, 177795.0, 177855.0, 177921.0, 178006.0, 178014.0, 178028.0, 178250.0, 178452.0, 178507.0, 178670.0, 178831.0, 178873.0, 178988.0, 179534.0, 179535.0, 179796.0, 179897.0, 179912.0, 179971.0, 180692.0, 180695.0, 180767.0, 180880.0, 180986.0, 181026.0, 181280.0, 181370.0, 181404.0, 186322.0, 190954.0, 259839.0, 3564970.0, 3565407.0, 3565767.0
GO:0030527;MF;e;structural constituent of chromatin;27/908;84/46923;9.9486E-26;2;27;2.21456E-22;3.69093E-23;172242.0, 175028.0, 175029.0, 175033.0, 175034.0, 176660.0, 177212.0, 177390.0, 177433.0, 177522.0, 178048.0, 178049.0, 178050.0, 178055.0, 178056.0, 178066.0, 178866.0, 179339.0, 179340.0, 179341.0, 179734.0, 181545.0, 186250.0, 186325.0, 186670.0, 186671.0, 191673.0
GO:0003676;MF;e;nucleic acid binding;46/908;330/46923;1.35551E-25;3;46;3.01738E-22;4.31054E-23;171769.0, 171877.0, 171888.0, 172070.0, 172920.0, 172954.0, 173070.0, 173071.0, 173076.0, 173086.0, 173915.0, 174073.0, 174333.0, 174534.0, 174543.0, 174690.0, 174747.0, 174782.0, 174901.0, 175244.0, 175551.0, 175572.0, 175834.0, 175898.0, 175966.0, 176334.0, 176516.0, 176625.0, 176688.0, 176979.0, 177101.0, 177392.0, 177566.0, 177580.0, 177674.0, 177738.0, 178157.0, 178401.0, 178408.0, 179070.0, 179840.0, 179897.0, 180791.0, 181271.0, 181473.0, 181504.0
GO:0046961;MF;e;proton-transporting ATPase activity, rotational mechanism;16/908;20/46923;1.52936E-24;8;16;3.40435E-21;4.25544E-22;172134.0, 172216.0, 174596.0, 174743.0, 176257.0, 176338.0, 176383.0, 177017.0, 177018.0, 177442.0, 177626.0, 177757.0, 180534.0, 180692.0, 187779.0, 3564970.0
GO:0140662;MF;e;ATP-dependent protein folding chaperone;16/908;24/46923;2.15981E-22;2;16;4.80774E-19;5.34193E-20;173581.0, 174203.0, 174318.0, 174330.0, 174421.0, 175316.0, 175588.0, 175819.0, 176195.0, 176928.0, 178014.0, 178507.0, 178670.0, 178873.0, 179971.0, 180880.0
GO:0016887;MF;e;ATP hydrolysis activity;32/908;170/46923;2.77798E-22;7;32;6.18379E-19;6.18379E-20;172079.0, 172216.0, 172238.0, 172954.0, 173205.0, 173581.0, 174203.0, 174318.0, 174330.0, 174333.0, 174421.0, 174901.0, 175819.0, 175925.0, 175966.0, 176179.0, 176512.0, 176928.0, 177004.0, 177089.0, 177795.0, 178014.0, 178507.0, 178670.0, 178831.0, 178873.0, 178988.0, 179796.0, 179971.0, 180880.0, 186322.0, 190954.0
GO:0051082;MF;e;unfolded protein binding;20/908;55/46923;1.17781E-20;3;20;2.6218E-17;2.38346E-18;171646.0, 173341.0, 173581.0, 174318.0, 174330.0, 174421.0, 174514.0, 175315.0, 175588.0, 175819.0, 176013.0, 176471.0, 176928.0, 178014.0, 178045.0, 178670.0, 178873.0, 178997.0, 179971.0, 3565862.0
GO:0042302;MF;e;structural constituent of cuticle;30/908;170/46923;3.89829E-20;2;30;8.67759E-17;7.23133E-18;172197.0, 173495.0, 174178.0, 174226.0, 174687.0, 174720.0, 176724.0, 176901.0, 176985.0, 177694.0, 177695.0, 177872.0, 178029.0, 179187.0, 179296.0, 179298.0, 179619.0, 179668.0, 179693.0, 179823.0, 180218.0, 180902.0, 180907.0, 180908.0, 180909.0, 184081.0, 184366.0, 188672.0, 189050.0, 189052.0
GO:0016787;MF;e;hydrolase activity;63/908;881/46923;9.32231E-19;2;63;2.07515E-15;1.59627E-16;171704.0, 171792.0, 171876.0, 171888.0, 172079.0, 172408.0, 172831.0, 172954.0, 173167.0, 173205.0, 173334.0, 173744.0, 173891.0, 173904.0, 173916.0, 174203.0, 174307.0, 174333.0, 174614.0, 174685.0, 174802.0, 174901.0, 174996.0, 175369.0, 175419.0, 175801.0, 175834.0, 175966.0, 176122.0, 176136.0, 176625.0, 177017.0, 177856.0, 177940.0, 177943.0, 178013.0, 178117.0, 178537.0, 178612.0, 178831.0, 179053.0, 179209.0, 179211.0, 179364.0, 179412.0, 179486.0, 179534.0, 179535.0, 179637.0, 179645.0, 179897.0, 180251.0, 180767.0, 180915.0, 180917.0, 180947.0, 181079.0, 181572.0, 181605.0, 181644.0, 190954.0, 3564807.0, 34700645.0
GO:0003743;MF;e;translation initiation factor activity;17/908;44/46923;2.71701E-18;6;17;6.04806E-15;4.14226E-16;171769.0, 171792.0, 172584.0, 172858.0, 173169.0, 174322.0, 174478.0, 175138.0, 175966.0, 176094.0, 176373.0, 176755.0, 177236.0, 177254.0, 179165.0, 179779.0, 266853.0
GO:0046872;MF;e;metal ion binding;91/908;1695/46923;2.79128E-18;5;91;6.21339E-15;4.14226E-16;171687.0, 171704.0, 171763.0, 171934.0, 172051.0, 172393.0, 172505.0, 172556.0, 172584.0, 172632.0, 172655.0, 172686.0, 173167.0, 173205.0, 173341.0, 173738.0, 173744.0, 173891.0, 173916.0, 174141.0, 174423.0, 174623.0, 174996.0, 175070.0, 175141.0, 175307.0, 175315.0, 175331.0, 175410.0, 175413.0, 175419.0, 175440.0, 175460.0, 175519.0, 175525.0, 175772.0, 175886.0, 176051.0, 176084.0, 176121.0, 176158.0, 176237.0, 176380.0, 176473.0, 176625.0, 176802.0, 176808.0, 176991.0, 177190.0, 177486.0, 177580.0, 177674.0, 177775.0, 177810.0, 177856.0, 177906.0, 177921.0, 177940.0, 177943.0, 178117.0, 178392.0, 178537.0, 178538.0, 178614.0, 178834.0, 178872.0, 178918.0, 178997.0, 179060.0, 179224.0, 179358.0, 179375.0, 179486.0, 179796.0, 179912.0, 180176.0, 180818.0, 181026.0, 181079.0, 181148.0, 181227.0, 181271.0, 181280.0, 181324.0, 181370.0, 181374.0, 181776.0, 184886.0, 3564807.0, 3564813.0, 3565862.0
GO:0046982;MF;e;protein heterodimerization activity;23/908;109/46923;1.43197E-17;4;23;3.18757E-14;1.99223E-15;175028.0, 175029.0, 175033.0, 175034.0, 176660.0, 177212.0, 177522.0, 178048.0, 178049.0, 178050.0, 178055.0, 178056.0, 178066.0, 179339.0, 179340.0, 179341.0, 179734.0, 180942.0, 186250.0, 186325.0, 186670.0, 186671.0, 191673.0
GO:0003677;MF;e;DNA binding;61/908;886/46923;2.0415E-17;4;61;4.54438E-14;2.67316E-15;171763.0, 171997.0, 172079.0, 172092.0, 172242.0, 172412.0, 172981.0, 173738.0, 174614.0, 174630.0, 175015.0, 175028.0, 175029.0, 175033.0, 175034.0, 175081.0, 175240.0, 175541.0, 175660.0, 176237.0, 176330.0, 176660.0, 177157.0, 177161.0, 177190.0, 177212.0, 177343.0, 177390.0, 177433.0, 177522.0, 177540.0, 177810.0, 178048.0, 178049.0, 178050.0, 178055.0, 178056.0, 178066.0, 178071.0, 178392.0, 178831.0, 178845.0, 178866.0, 179106.0, 179339.0, 179340.0, 179341.0, 179734.0, 180359.0, 180942.0, 181337.0, 181545.0, 184886.0, 186250.0, 186325.0, 186670.0, 186671.0, 190954.0, 191673.0, 266837.0, 3565337.0
GO:0005525;MF;e;GTP binding;30/908;215/46923;3.57391E-17;8;30;7.95553E-14;4.41974E-15;171601.0, 171687.0, 171751.0, 171792.0, 171956.0, 172051.0, 172505.0, 172556.0, 172624.0, 172743.0, 172831.0, 173167.0, 173205.0, 174233.0, 175398.0, 175419.0, 175519.0, 175801.0, 175975.0, 176501.0, 176503.0, 176863.0, 177217.0, 177595.0, 178458.0, 178620.0, 178872.0, 179165.0, 181044.0, 181644.0
GO:0003729;MF;e;mRNA binding;25/908;152/46923;2.92725E-16;5;25;6.51607E-13;3.42951E-14;171888.0, 172062.0, 172070.0, 172584.0, 172920.0, 173086.0, 173342.0, 174322.0, 174333.0, 174543.0, 174659.0, 175455.0, 175572.0, 176094.0, 176097.0, 176979.0, 177566.0, 177674.0, 177738.0, 178012.0, 178157.0, 179070.0, 179224.0, 179897.0, 180791.0
GO:0005200;MF;e;structural constituent of cytoskeleton;14/908;36/46923;2.39272E-15;2;14;5.3262E-12;2.6631E-13;172687.0, 172831.0, 173167.0, 173973.0, 173976.0, 175419.0, 175519.0, 176501.0, 177482.0, 179077.0, 179535.0, 180414.0, 180767.0, 181698.0
GO:0015078;MF;e;proton transmembrane transporter activity;10/908;14/46923;6.54278E-15;5;10;1.45642E-11;6.93535E-13;172216.0, 172673.0, 174272.0, 175605.0, 176383.0, 177017.0, 177018.0, 180718.0, 180956.0, 187779.0
GO:0019843;MF;e;rRNA binding;12/908;30/46923;1.61192E-13;5;12;3.58813E-10;1.63097E-11;172617.0, 174371.0, 174699.0, 175141.0, 175460.0, 176071.0, 177481.0, 178012.0, 178778.0, 180343.0, 180535.0, 180748.0
GO:0003924;MF;e;GTPase activity;22/908;152/46923;2.66716E-13;7;22;5.93709E-10;2.58134E-11;171601.0, 171687.0, 171751.0, 171792.0, 171956.0, 172505.0, 172743.0, 174233.0, 175398.0, 175519.0, 175801.0, 175975.0, 176501.0, 176503.0, 176863.0, 177217.0, 177595.0, 178458.0, 178620.0, 180653.0, 181044.0, 181644.0
GO:0005198;MF;e;structural molecule activity;11/908;27/46923;1.31897E-12;1;11;2.93602E-09;1.22334E-10;171860.0, 172174.0, 172687.0, 173058.0, 173360.0, 174715.0, 175126.0, 175972.0, 176434.0, 177779.0, 179150.0
GO:0008233;MF;e;peptidase activity;26/908;246/46923;3.30752E-12;3;26;7.36253E-09;2.94501E-10;171704.0, 171876.0, 173334.0, 173744.0, 174307.0, 174478.0, 174614.0, 174802.0, 174996.0, 176122.0, 176136.0, 176153.0, 177940.0, 178013.0, 178612.0, 179053.0, 179209.0, 179211.0, 179412.0, 179637.0, 179645.0, 180251.0, 180915.0, 180947.0, 181572.0, 34700645.0
GO:0003746;MF;e;translation elongation factor activity;9/908;16/46923;3.70617E-12;6;9;8.24993E-09;3.17305E-10;172743.0, 174367.0, 175398.0, 175975.0, 176120.0, 176373.0, 178419.0, 179522.0, 181044.0
GO:0031625;MF;e;ubiquitin protein ligase binding;13/908;48/46923;5.06269E-12;5;13;1.12695E-08;4.1739E-10;172910.0, 172981.0, 173872.0, 174050.0, 175413.0, 175840.0, 175985.0, 176718.0, 177965.0, 177989.0, 178006.0, 178988.0, 179912.0
GO:0003779;MF;e;actin binding;16/908;91/46923;2.28613E-11;4;16;5.08893E-08;1.81747E-09;172034.0, 172174.0, 172471.0, 173058.0, 173161.0, 173319.0, 173360.0, 174673.0, 177482.0, 178411.0, 178640.0, 179077.0, 179629.0, 181227.0, 181404.0, 259839.0
GO:0001055;MF;e;RNA polymerase II activity;7/908;9/46923;3.4563E-11;8;7;7.69372E-08;2.65301E-09;171763.0, 172412.0, 174630.0, 175056.0, 175660.0, 177190.0, 184886.0
GO:0016740;MF;e;transferase activity;53/908;1009/46923;9.11005E-11;2;53;2.0279E-07;6.75965E-09;171647.0, 171734.0, 172715.0, 172891.0, 172939.0, 172978.0, 173072.0, 173149.0, 173842.0, 173901.0, 174623.0, 175015.0, 175185.0, 175410.0, 175524.0, 175886.0, 175908.0, 175915.0, 175985.0, 176281.0, 176363.0, 176374.0, 176380.0, 176437.0, 176802.0, 176808.0, 176991.0, 177073.0, 177084.0, 177190.0, 177321.0, 177486.0, 177787.0, 177897.0, 177906.0, 177921.0, 178006.0, 178028.0, 178250.0, 178623.0, 178854.0, 179063.0, 179912.0, 179945.0, 179999.0, 180326.0, 180695.0, 180897.0, 180986.0, 181370.0, 3564813.0, 3565407.0, 3565767.0
GO:0043022;MF;e;ribosome binding;9/908;22/46923;1.45198E-10;4;9;3.2321E-07;1.04261E-08;171769.0, 172743.0, 173169.0, 173205.0, 174367.0, 176373.0, 177895.0, 178407.0, 179779.0
GO:0051015;MF;e;actin filament binding;15/908;90/46923;2.12046E-10;5;15;4.72013E-07;1.47504E-08;171986.0, 172471.0, 173058.0, 173319.0, 174673.0, 177482.0, 178411.0, 178640.0, 179077.0, 179629.0, 180603.0, 181168.0, 181227.0, 181404.0, 259839.0
GO:0005509;MF;e;calcium ion binding;19/908;171/46923;1.15022E-09;6;19;2.56039E-06;7.75876E-08;172520.0, 172944.0, 173007.0, 174006.0, 175126.0, 175440.0, 175505.0, 175714.0, 175768.0, 176060.0, 176430.0, 176796.0, 177539.0, 177943.0, 178537.0, 178614.0, 178997.0, 180603.0, 181776.0
GO:0031369;MF;e;translation initiation factor binding;6/908;9/46923;4.12846E-09;3;6;9.18995E-06;2.70293E-07;171877.0, 172584.0, 172858.0, 174208.0, 174478.0, 175138.0
GO:0016491;MF;e;oxidoreductase activity;30/908;451/46923;6.70372E-09;2;30;1.49225E-05;4.26357E-07;171934.0, 172632.0, 172655.0, 172715.0, 174140.0, 174141.0, 174603.0, 174800.0, 175012.0, 175525.0, 175573.0, 175936.0, 176473.0, 177108.0, 177235.0, 177775.0, 178016.0, 178130.0, 178291.0, 178293.0, 178387.0, 178834.0, 179041.0, 180176.0, 180601.0, 180818.0, 180997.0, 266858.0, 3565504.0, 3565996.0
GO:0042393;MF;e;histone binding;10/908;43/46923;7.54157E-09;3;10;1.67875E-05;4.6632E-07;172079.0, 172687.0, 172802.0, 173372.0, 176237.0, 176802.0, 177636.0, 177658.0, 178881.0, 190954.0
GO:0001054;MF;e;RNA polymerase I activity;6/908;10/46923;1.01512E-08;8;6;2.25966E-05;6.1072E-07;171763.0, 172412.0, 174630.0, 175015.0, 175660.0, 184886.0
GO:0003824;MF;e;catalytic activity;21/908;244/46923;1.59867E-08;1;21;3.55863E-05;9.30783E-07;172715.0, 173500.0, 173901.0, 174155.0, 175908.0, 175915.0, 175936.0, 176059.0, 176376.0, 177108.0, 177897.0, 177906.0, 178452.0, 178834.0, 179041.0, 179364.0, 180897.0, 180986.0, 181280.0, 181570.0, 3564813.0
GO:0003899;MF;e;DNA-directed 5'-3' RNA polymerase activity;7/908;17/46923;1.63075E-08;7;7;3.63005E-05;9.30783E-07;171763.0, 172412.0, 174630.0, 175015.0, 175660.0, 177190.0, 184886.0
GO:0031492;MF;e;nucleosomal DNA binding;6/908;11/46923;2.19652E-08;6;6;4.88945E-05;1.22236E-06;172242.0, 177212.0, 177390.0, 178866.0, 179339.0, 181545.0
GO:0051087;MF;e;protein-folding chaperone binding;8/908;27/46923;3.05588E-08;3;8;6.8024E-05;1.62087E-06;172034.0, 173341.0, 175315.0, 175316.0, 175727.0, 179494.0, 180017.0, 3565862.0
GO:0042802;MF;e;identical protein binding;13/908;93/46923;3.05825E-08;3;13;6.80766E-05;1.62087E-06;171934.0, 172687.0, 172939.0, 173277.0, 175908.0, 176330.0, 176788.0, 177778.0, 177921.0, 179493.0, 179971.0, 180993.0, 266820.0
GO:0061631;MF;e;ubiquitin conjugating enzyme activity;7/908;19/46923;4.0847E-08;7;7;9.09254E-05;2.11454E-06;171647.0, 171734.0, 175185.0, 175985.0, 176363.0, 177073.0, 178006.0
GO:0044183;MF;e;protein folding chaperone;6/908;14/46923;1.35845E-07;1;6;0.00030239;6.87251E-06;174054.0, 174203.0, 175315.0, 178507.0, 178873.0, 180880.0
GO:0008266;MF;e;poly(U) RNA binding;5/908;8/46923;1.43197E-07;7;5;0.000318756;7.08348E-06;172920.0, 175551.0, 175680.0, 179224.0, 181473.0
GO:0016853;MF;e;isomerase activity;11/908;74/46923;1.84855E-07;2;11;0.000411488;8.9454E-06;172433.0, 173160.0, 173171.0, 173374.0, 174844.0, 175472.0, 176504.0, 180027.0, 180028.0, 180724.0, 191634.0
GO:0031386;MF;e;protein tag activity;6/908;15/46923;2.22687E-07;2;6;0.000495701;1.05468E-05;172910.0, 175413.0, 175840.0, 176718.0, 185872.0, 266820.0
GO:0046933;MF;e;proton-transporting ATP synthase activity, rotational mechanism;6/908;16/46923;3.50445E-07;8;6;0.000780091;1.56772E-05;172673.0, 175605.0, 178830.0, 180718.0, 180956.0, 3564970.0
GO:0031072;MF;e;heat shock protein binding;6/908;16/46923;3.50445E-07;3;6;0.000780091;1.56772E-05;173341.0, 174203.0, 178507.0, 178873.0, 180880.0, 3565862.0
GO:0004190;MF;e;aspartic-type endopeptidase activity;7/908;25/46923;3.52139E-07;5;7;0.000783862;1.56772E-05;178013.0, 179209.0, 179211.0, 180251.0, 180917.0, 180947.0, 34700645.0
GO:0001056;MF;e;RNA polymerase III activity;5/908;10/46923;6.23914E-07;8;5;0.001388832;2.7232E-05;171763.0, 172412.0, 174630.0, 175660.0, 184886.0
GO:0005388;MF;e;P-type calcium transporter activity;4/908;5/46923;6.85814E-07;8;4;0.001526621;2.93581E-05;176512.0, 177004.0, 177089.0, 177795.0
GO:0019901;MF;e;protein kinase binding;10/908;72/46923;1.27188E-06;5;10;0.002831204;5.34189E-05;172505.0, 174233.0, 175410.0, 175606.0, 176374.0, 177658.0, 178458.0, 179107.0, 180100.0, 3565679.0
GO:0016829;MF;e;lyase activity;12/908;111/46923;1.75397E-06;2;12;0.003904348;7.23027E-05;172051.0, 172556.0, 174155.0, 174423.0, 174844.0, 175827.0, 176059.0, 176121.0, 176376.0, 176788.0, 181324.0, 188513.0
GO:0030246;MF;e;carbohydrate binding;10/908;79/46923;3.02554E-06;2;10;0.006734848;0.000122452;172736.0, 172885.0, 174056.0, 174964.0, 175212.0, 178997.0, 179034.0, 179364.0, 180613.0, 181786.0
GO:0061629;MF;e;RNA polymerase II-specific DNA-binding transcription factor binding;8/908;49/46923;4.26195E-06;5;8;0.009487107;0.000169413;174203.0, 174307.0, 174333.0, 175316.0, 176380.0, 177636.0, 180359.0, 3565767.0
GO:0003730;MF;e;mRNA 3'-UTR binding;8/908;50/46923;4.98798E-06;6;8;0.011103248;0.000194794;172920.0, 174659.0, 175551.0, 176084.0, 177101.0, 177392.0, 179224.0, 181473.0
GO:0003690;MF;e;double-stranded DNA binding;7/908;37/46923;6.16193E-06;5;7;0.013716448;0.00023649;172242.0, 176330.0, 177390.0, 177540.0, 178866.0, 181337.0, 181545.0
GO:0003810;MF;e;protein-glutamine gamma-glutamyltransferase activity;3/908;3/46923;7.22257E-06;5;3;0.016077442;0.000272499;172433.0, 175472.0, 180724.0
GO:0106310;MF;e;protein serine kinase activity;12/908;131/46923;9.92553E-06;6;12;0.022094223;0.000368237;172891.0, 172978.0, 174623.0, 175524.0, 176374.0, 176808.0, 176991.0, 177921.0, 178250.0, 179912.0, 180695.0, 3565407.0
GO:0016874;MF;e;ligase activity;10/908;95/46923;1.60744E-05;2;10;0.035781674;0.000586585;173500.0, 176334.0, 177073.0, 177855.0, 178452.0, 178872.0, 180596.0, 181026.0, 181280.0, 181570.0
GO:0051287;MF;e;NAD binding;5/908;18/46923;1.86486E-05;7;5;0.041511804;0.000669545;174603.0, 175012.0, 175598.0, 180601.0, 3565504.0
GO:0030515;MF;e;snoRNA binding;4/908;10/46923;2.66556E-05;5;4;0.05933546;0.000927117;171901.0, 172883.0, 175968.0, 179442.0
GO:0051117;MF;e;ATPase binding;4/908;10/46923;2.66556E-05;4;4;0.05933546;0.000927117;174743.0, 176257.0, 177106.0, 177626.0
GO:0004386;MF;e;helicase activity;10/908;101/46923;2.75443E-05;3;10;0.061313633;0.000932051;171888.0, 172079.0, 172954.0, 174333.0, 174901.0, 175834.0, 175966.0, 178831.0, 179897.0, 190954.0
GO:0004365;MF;e;glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity;3/908;4/46923;2.84724E-05;6;3;0.063379455;0.000932051;174603.0, 180601.0, 3565504.0
GO:0070180;MF;e;large ribosomal subunit rRNA binding;3/908;4/46923;2.84724E-05;6;3;0.063379455;0.000932051;172943.0, 175796.0, 178279.0
GO:0004298;MF;e;threonine-type endopeptidase activity;3/908;4/46923;2.84724E-05;5;3;0.063379455;0.000932051;173168.0, 173334.0, 176978.0
GO:0008320;MF;e;protein transmembrane transporter activity;4/908;11/46923;4.12443E-05;4;4;0.091809753;0.001330576;177242.0, 178407.0, 179510.0, 179691.0
GO:0016538;MF;e;cyclin-dependent protein serine/threonine kinase regulator activity;5/908;22/46923;5.37507E-05;5;5;0.119649066;0.001709272;175757.0, 177658.0, 177965.0, 179107.0, 180040.0
GO:0005516;MF;e;calmodulin binding;7/908;51/46923;5.47851E-05;3;7;0.121951572;0.001717628;174623.0, 177203.0, 177795.0, 177921.0, 177943.0, 178918.0, 180603.0
GO:0008013;MF;e;beta-catenin binding;4/908;13/46923;8.6642E-05;3;4;0.192865201;0.002641989;172981.0, 173007.0, 176808.0, 177482.0
GO:0008092;MF;e;cytoskeletal protein binding;4/908;13/46923;8.6642E-05;3;4;0.192865201;0.002641989;172174.0, 173360.0, 178411.0, 181148.0
GO:0001671;MF;e;ATPase activator activity;4/908;14/46923;0.00011944;3;4;0.265873489;0.003592885;173341.0, 177103.0, 180017.0, 182726.0
GO:0016209;MF;e;antioxidant activity;3/908;6/46923;0.000138279;1;3;0.307808097;0.004104108;174141.0, 175573.0, 266858.0
GO:0097602;MF;e;cullin family protein binding;5/908;28/46923;0.000182215;3;5;0.405610114;0.005336975;172773.0, 172775.0, 178839.0, 178840.0, 179358.0
GO:0003713;MF;e;transcription coactivator activity;6/908;45/46923;0.000221037;4;6;0.492028573;0.006389981;173738.0, 175571.0, 175817.0, 176380.0, 176802.0, 181271.0
GO:0043021;MF;e;ribonucleoprotein complex binding;3/908;7/46923;0.000238497;3;3;0.530894349;0.006720182;171766.0, 176072.0, 176516.0
GO:0008429;MF;e;phosphatidylethanolamine binding;3/908;7/46923;0.000238497;4;3;0.530894349;0.006720182;174050.0, 175714.0, 177989.0
GO:0051539;MF;e;4 iron, 4 sulfur cluster binding;5/908;31/46923;0.00030027;5;5;0.668400346;0.008251856;176051.0, 176121.0, 180818.0, 181324.0, 3564813.0
GO:0003755;MF;e;peptidyl-prolyl cis-trans isomerase activity;5/908;31/46923;0.00030027;4;5;0.668400346;0.008251856;173160.0, 173374.0, 180027.0, 180028.0, 191634.0
GO:0003724;MF;e;RNA helicase activity;6/908;49/46923;0.000355425;4;6;0.791175559;0.008812532;171888.0, 172954.0, 174333.0, 174901.0, 175966.0, 179897.0
GO:0140824;MF;e;thioredoxin-dependent peroxiredoxin activity;2/908;2/46923;0.000374051;6;2;0.832637583;0.008812532;175573.0, 266858.0
GO:0004332;MF;e;fructose-bisphosphate aldolase activity;2/908;2/46923;0.000374051;5;2;0.832637583;0.008812532;175827.0, 176788.0
GO:0000234;MF;e;phosphoethanolamine N-methyltransferase activity;2/908;2/46923;0.000374051;6;2;0.832637583;0.008812532;173901.0, 178854.0
GO:0052667;MF;e;phosphomethylethanolamine N-methyltransferase activity;2/908;2/46923;0.000374051;6;2;0.832637583;0.008812532;173901.0, 178854.0
GO:0000036;MF;e;acyl carrier activity;2/908;2/46923;0.000374051;4;2;0.832637583;0.008812532;176008.0, 176622.0
GO:0004658;MF;e;propionyl-CoA carboxylase activity;2/908;2/46923;0.000374051;5;2;0.832637583;0.008812532;180596.0, 181026.0
GO:0030060;MF;e;L-malate dehydrogenase activity;2/908;2/46923;0.000374051;5;2;0.832637583;0.008812532;175936.0, 179041.0
GO:0003994;MF;e;aconitate hydratase activity;2/908;2/46923;0.000374051;5;2;0.832637583;0.008812532;176121.0, 181324.0
GO:0000035;MF;e;acyl binding;2/908;2/46923;0.000374051;3;2;0.832637583;0.008812532;176008.0, 176622.0
GO:0004739;MF;e;pyruvate dehydrogenase (acetyl-transferring) activity;2/908;2/46923;0.000374051;5;2;0.832637583;0.008812532;177108.0, 3565996.0
GO:0004742;MF;e;dihydrolipoyllysine-residue acetyltransferase activity;2/908;2/46923;0.000374051;7;2;0.832637583;0.008812532;178524.0, 179945.0
